9.05,16.0,cooling,OFF,OFF,1602636769.9031475
8.95,16.0,defrosting,OFF,ON,1602636771.9096956
8.86,16.0,cooling,OFF,OFF,1602636773.9161673
8.91,16.0,defrosting,OFF,ON,1602636775.9233963
9.0,16.0,cooling,OFF,OFF,1602636777.9299026
8.86,16.0,defrosting,OFF,ON,1602636779.9361622
8.86,16.0,cooling,OFF,OFF,1602636781.9426363
8.86,16.0,defrosting,OFF,ON,1602636783.94901
8.86,16.0,cooling,OFF,OFF,1602636785.9552743
8.91,16.0,defrosting,OFF,ON,1602636787.9617147
8.77,16.0,cooling,OFF,OFF,1602636789.9682367
8.86,16.0,defrosting,OFF,ON,1602636791.9748185
8.81,16.0,cooling,OFF,OFF,1602636793.9812782
8.77,16.0,defrosting,OFF,ON,1602636795.9870512
8.77,16.0,cooling,OFF,OFF,1602636797.9935563
8.86,16.0,defrosting,OFF,ON,1602636800.0000887
8.77,16.0,cooling,OFF,OFF,1602636802.006534
8.72,16.0,defrosting,OFF,ON,1602636804.013085
8.72,16.0,cooling,OFF,OFF,1602636806.019286
8.77,16.0,defrosting,OFF,ON,1602636808.0257444
8.67,16.0,cooling,OFF,OFF,1602636810.032272
7.97,16.0,defrosting,OFF,ON,1602636812.038552
8.67,16.0,cooling,OFF,OFF,1602636814.045145
8.72,16.0,defrosting,OFF,ON,1602636816.051399
8.58,16.0,cooling,OFF,OFF,1602636818.0577867
7.92,16.0,defrosting,OFF,ON,1602636820.0643551
8.62,16.0,cooling,OFF,OFF,1602636822.0708358
8.62,16.0,defrosting,OFF,ON,1602636824.077048
8.62,16.0,cooling,OFF,OFF,1602636826.0836675
8.53,16.0,defrosting,OFF,ON,1602636828.090251
8.62,16.0,cooling,OFF,OFF,1602636830.096788
8.62,16.0,defrosting,OFF,ON,1602636832.107336
8.53,16.0,cooling,OFF,OFF,1602636834.1139278
9.38,16.0,defrosting,OFF,ON,1602636836.1204193
8.58,16.0,cooling,OFF,OFF,1602636838.1520007
8.53,16.0,defrosting,OFF,ON,1602636840.1570396
8.53,16.0,cooling,OFF,OFF,1602636842.1635091
8.48,16.0,defrosting,OFF,ON,1602636844.1746106
8.53,16.0,cooling,OFF,OFF,1602636846.1813405
8.48,16.0,defrosting,OFF,ON,1602636848.1877923
8.44,16.0,cooling,OFF,OFF,1602636850.1989214
8.48,16.0,defrosting,OFF,ON,1602636852.2054813
8.39,16.0,cooling,OFF,OFF,1602636854.211953
